Timestamp,In ,Out
2017-03-27T16:00:00+00:00,6203793.3789,2059632.962
2017-03-27T18:48:00+00:00,6297246.0759,2100748.9836
2017-03-27T21:36:00+00:00,7010749.7593,3017447.7392
2017-03-28T00:24:00+00:00,3217204.8929,1182882.5648
2017-03-28T03:12:00+00:00,9043089.5931,6825889.212
2017-03-28T06:00:00+00:00,3029533.0272,672261.12644
2017-03-28T08:48:00+00:00,3883148.2038,994732.00407
2017-03-28T11:36:00+00:00,3222560.1033,1350285.2691
2017-03-28T14:24:00+00:00,3714815.6568,1156452.3486
2017-03-28T17:12:00+00:00,3741956.3675,1433701.3779
2017-03-28T20:00:00+00:00,3951330.1772,2007523.4596
2017-03-28T22:48:00+00:00,3505614.5776,1468957.6176
2017-03-29T01:36:00+00:00,2653533.4426,654865.62731
2017-03-29T04:24:00+00:00,8684290.898,6352650.9132
2017-03-29T07:12:00+00:00,2856493.1706,875064.32045
2017-03-29T10:00:00+00:00,3368907.0999,1297284.8179
2017-03-29T12:48:00+00:00,3527064.6849,1284887.6563
2017-03-29T15:36:00+00:00,6095678.8132,1426731.8577
2017-03-29T18:24:00+00:00,4942647.6721,1535781.8668
2017-03-29T21:12:00+00:00,5296024.5364,1555974.9434
2017-03-30T00:00:00+00:00,3891261.083,1325534.1386
2017-03-30T02:48:00+00:00,9177320.6101,6627277.7116
2017-03-30T05:36:00+00:00,3820548.3532,794498.84323
2017-03-30T08:24:00+00:00,3315933.7342,1263918.6158
2017-03-30T11:12:00+00:00,2918460.161,1024512.7626
2017-03-30T14:00:00+00:00,4092295.9147,1322263.3348
2017-03-30T16:48:00+00:00,4184451.2256,1345490.8228
2017-03-30T19:36:00+00:00,5787053.2874,2012053.8381
2017-03-30T22:24:00+00:00,4349940.1884,1517036.6901
2017-03-31T01:12:00+00:00,2684209.7528,527515.37241
2017-03-31T04:00:00+00:00,8288350.3626,6265987.6913
2017-03-31T06:48:00+00:00,2977338.3802,921058.64488
2017-03-31T09:36:00+00:00,3153084.0403,1079387.3287
2017-03-31T12:24:00+00:00,3935238.0276,1971421.8317
2017-03-31T15:12:00+00:00,4670690.8034,1948319.6547
2017-03-31T18:00:00+00:00,6613000.3944,4225760.9671
2017-03-31T20:48:00+00:00,7181252.4871,4800503.0367
2017-03-31T23:36:00+00:00,4733419.3919,2547132.7386
2017-04-01T02:24:00+00:00,9130229.5865,7227904.5996
2017-04-01T05:12:00+00:00,4355661.7025,2379586.1739
2017-04-01T08:00:00+00:00,5781576.1003,3099578.4722
2017-04-01T10:48:00+00:00,6319227.4535,2981413.6564
2017-04-01T13:36:00+00:00,4469289.1062,2057115.1025
2017-04-01T16:24:00+00:00,5475956.1287,3507326.3416
2017-04-01T19:12:00+00:00,9393389.5654,6608246.1064
2017-04-01T22:00:00+00:00,7195504.6811,3695980.581
2017-04-02T00:48:00+00:00,4877946.4727,848068.72665
2017-04-02T03:36:00+00:00,9069639.4888,5721815.0878
2017-04-02T06:24:00+00:00,3504366.0035,1336121.5813
2017-04-02T09:12:00+00:00,3402086.4833,1287929.3827
2017-04-02T12:00:00+00:00,4650213.3185,1551374.5815
2017-04-02T14:48:00+00:00,4606415.9896,1615660.4367
2017-04-02T17:36:00+00:00,5077875.9382,2249184.0678
2017-04-02T20:24:00+00:00,5305737.6587,2314877.1466
2017-04-02T23:12:00+00:00,4294531.2339,1952113.4012
2017-04-03T02:00:00+00:00,6239117.9587,4176489.4386
2017-04-03T04:48:00+00:00,5482396.5542,3661883.5649
2017-04-03T07:36:00+00:00,2610018.6082,837014.49164
2017-04-03T10:24:00+00:00,3781741.5594,1900982.4453
2017-04-03T13:12:00+00:00,5722141.9015,3378055.4764
2017-04-03T16:00:00+00:00,7640950.7032,4379776.587
2017-04-03T18:48:00+00:00,5013762.84,2168713.8357
2017-04-03T21:36:00+00:00,5185166.1415,1940360.8809
2017-04-04T00:24:00+00:00,3370108.13,846546.91687
2017-04-04T03:12:00+00:00,8803046.4718,6686883.2612
2017-04-04T06:00:00+00:00,2718647.7566,586385.02956
2017-04-04T08:48:00+00:00,3646403.036,926603.83414
2017-04-04T11:36:00+00:00,3277608.5384,1363402.3858
2017-04-04T14:24:00+00:00,4378244.4531,1274427.5096
2017-04-04T17:12:00+00:00,4831163.6976,1908712.0969
2017-04-04T20:00:00+00:00,4917154.3369,2196680.7365
2017-04-04T22:48:00+00:00,4554294.4874,2264635.5831
2017-04-05T01:36:00+00:00,2716815.2802,802830.50579
2017-04-05T04:24:00+00:00,8241447.4165,6111276.2495
2017-04-05T07:12:00+00:00,3284256.5405,1687842.0738
2017-04-05T10:00:00+00:00,4338256.5376,2762717.7992
2017-04-05T12:48:00+00:00,5033336.8632,2810858.7329
2017-04-05T15:36:00+00:00,4753180.607,2469920.6662
2017-04-05T18:24:00+00:00,7854218.4755,5502241.3681
2017-04-05T21:12:00+00:00,7128666.1589,5427388.4527
2017-04-06T00:00:00+00:00,6422987.5834,4861095.314
2017-04-06T02:48:00+00:00,11739690.951,10160642.226
2017-04-06T05:36:00+00:00,7146739.2734,5442889.0408
2017-04-06T08:24:00+00:00,5622908.8838,3690511.9529
2017-04-06T11:12:00+00:00,5643056.1385,3644471.3268
2017-04-06T14:00:00+00:00,6953483.5775,4884927.7403
2017-04-06T16:48:00+00:00,9061631.8494,7047215.0292
2017-04-06T19:36:00+00:00,12835921.062,9917535.372
2017-04-06T22:24:00+00:00,9786080.1246,7615152.2164
2017-04-07T01:12:00+00:00,5720740.2764,3711812.9239
2017-04-07T04:00:00+00:00,8134766.8714,6498173.6683
2017-04-07T06:48:00+00:00,1904128.5543,188841.59916
2017-04-07T09:36:00+00:00,2325050.5273,187697.35058
2017-04-07T12:24:00+00:00,2929274.3671,187803.00306
2017-04-07T15:12:00+00:00,2381338.5546,191294.68731
2017-04-07T18:00:00+00:00,2169535.4326,190995.18024
2017-04-07T20:48:00+00:00,2970828.5974,189317.99431
2017-04-07T23:36:00+00:00,5593190.0704,190849.64572
2017-04-08T02:24:00+00:00,12311339.821,5976575.7854
2017-04-08T05:12:00+00:00,3676637.2716,338315.14687
2017-04-08T08:00:00+00:00,1844536.9498,187934.08104
2017-04-08T10:48:00+00:00,2313958.6077,187057.73614
2017-04-08T13:36:00+00:00,2671227.0515,189566.11402
2017-04-08T16:24:00+00:00,5676037.0462,188943.47199
2017-04-08T19:12:00+00:00,4613870.0594,187338.41362
2017-04-08T22:00:00+00:00,1646017.3213,188408.83142
2017-04-09T00:48:00+00:00,1837166.9751,189649.39359
2017-04-09T03:36:00+00:00,7993578.6007,5956842.8087
2017-04-09T06:24:00+00:00,1617090.185,189627.07578
2017-04-09T09:12:00+00:00,1779826.5228,185686.97608
2017-04-09T12:00:00+00:00,2650099.6764,188079.92322
2017-04-09T14:48:00+00:00,2602735.4694,188300.78869
2017-04-09T17:36:00+00:00,2190670.9345,190448.92662
2017-04-09T20:24:00+00:00,2255010.3978,190717.31396
2017-04-09T23:12:00+00:00,2152190.0867,184942.49946
2017-04-10T02:00:00+00:00,5587875.2805,4022770.8744
2017-04-10T04:48:00+00:00,4222589.4423,2498052.3267
2017-04-10T07:36:00+00:00,1673278.0193,187900.87186
2017-04-10T10:24:00+00:00,4405779.4182,2780652.2475
2017-04-10T13:12:00+00:00,24204638.295,22273281.835
2017-04-10T16:00:00+00:00,8990035.8339,6851840.8712
2017-04-10T18:48:00+00:00,7694248.3905,5167141.9364
2017-04-10T21:36:00+00:00,7196903.1167,5459731.565
2017-04-11T00:24:00+00:00,7773265.4815,5838380.427
2017-04-11T03:12:00+00:00,13445283.001,11301890.553
2017-04-11T06:00:00+00:00,7925980.8384,5872899.9426
2017-04-11T08:48:00+00:00,10917975.36,6982147.5
2017-04-11T11:36:00+00:00,9017757.5401,6804331.8334
2017-04-11T14:24:00+00:00,8707711.9603,6209313.8999
2017-04-11T17:12:00+00:00,7599567.914,4989211.8675
2017-04-11T20:00:00+00:00,5771611.5273,3422421.4812
2017-04-11T22:48:00+00:00,5667399.5375,3730514.2819
2017-04-12T01:36:00+00:00,4754839.7356,3014354.669
2017-04-12T04:24:00+00:00,9507357.5504,8008582.1791
2017-04-12T07:12:00+00:00,5207772.8076,3330715.9484
2017-04-12T10:00:00+00:00,5562867.7328,3966716.3603
2017-04-12T12:48:00+00:00,7088112.9579,5097112.1492
2017-04-12T15:36:00+00:00,8804965.1606,5008252.5459
2017-04-12T18:24:00+00:00,7829495.4,3380422.8583
2017-04-12T21:12:00+00:00,5069377.7159,3345837.9262
2017-04-13T00:00:00+00:00,4671591.3219,3143230.8475
2017-04-13T02:48:00+00:00,9544009.6487,7894904.6211
2017-04-13T05:36:00+00:00,4877799.9077,3299102.5536
2017-04-13T08:24:00+00:00,7221456.8804,5425222.6483
2017-04-13T11:12:00+00:00,8995193.0056,7190628.9769
2017-04-13T14:00:00+00:00,8458876.5586,6773458.2032
2017-04-13T16:48:00+00:00,2956389.7921,640028.62585
2017-04-13T19:36:00+00:00,2165752.2197,158990.91634
2017-04-13T22:24:00+00:00,2206813.8651,158335.13838
2017-04-14T01:12:00+00:00,2516928.2074,156408.14
2017-04-14T04:00:00+00:00,8390055.1358,6173215.8285
2017-04-14T06:48:00+00:00,1987628.6751,156315.81219
2017-04-14T09:36:00+00:00,2174922.8073,154331.77257
2017-04-14T12:24:00+00:00,2833882.8896,155956.61074
2017-04-14T15:12:00+00:00,2648828.6938,152501.18965
2017-04-14T18:00:00+00:00,2536875.2428,149965.82598
2017-04-14T20:48:00+00:00,3177799.424,150569.93331
2017-04-14T23:36:00+00:00,5839001.7384,155493.4323
2017-04-15T02:24:00+00:00,8782368.7827,6233666.5915
2017-04-15T05:12:00+00:00,2860396.316,817714.51599
2017-04-15T08:00:00+00:00,2532983.0763,155124.96119
2017-04-15T10:48:00+00:00,2393807.83,156865.77596
2017-04-15T13:36:00+00:00,2300938.9888,153653.13137
2017-04-15T16:24:00+00:00,2946176.3608,152241.97512
2017-04-15T19:12:00+00:00,2803484.554,151799.77815
2017-04-15T22:00:00+00:00,2281760.9463,152115.15181
2017-04-16T00:48:00+00:00,2149064.927,151832.36966
