Timestamp,In ,Out
2017-03-19T06:24:00+00:00,10495892.123,8672726.3501
2017-03-19T09:12:00+00:00,4379941.6471,1293354.7116
2017-03-19T12:00:00+00:00,2952261.5757,277485.67525
2017-03-19T14:48:00+00:00,2746931.581,278268.18034
2017-03-19T17:36:00+00:00,2715445.559,277003.50096
2017-03-19T20:24:00+00:00,2524149.0688,278418.84269
2017-03-19T23:12:00+00:00,2881764.6177,278836.74634
2017-03-20T02:00:00+00:00,5002237.4041,2424768.4834
2017-03-20T04:48:00+00:00,15691582.126,12792563.551
2017-03-20T07:36:00+00:00,6710459.8086,3650523.8102
2017-03-20T10:24:00+00:00,3201938.0589,273028.70325
2017-03-20T13:12:00+00:00,6610385.1161,272965.60268
2017-03-20T16:00:00+00:00,4745389.4941,273463.10801
2017-03-20T18:48:00+00:00,2273947.2492,272097.62547
2017-03-20T21:36:00+00:00,2159211.864,274598.67391
2017-03-21T00:24:00+00:00,2263178.953,276510.93193
2017-03-21T03:12:00+00:00,11703673.63,9562089.9565
2017-03-21T06:00:00+00:00,9771911.2757,7800880.4432
2017-03-21T08:48:00+00:00,3264879.4188,1149506.6897
2017-03-21T11:36:00+00:00,2392463.1042,283689.15165
2017-03-21T14:24:00+00:00,2651581.5476,288265.31016
2017-03-21T17:12:00+00:00,4718693.6773,283367.74088
2017-03-21T20:00:00+00:00,5250160.1563,284208.95301
2017-03-21T22:48:00+00:00,2732499.0202,285674.64229
2017-03-22T01:36:00+00:00,2132261.6591,354757.43362
2017-03-22T04:24:00+00:00,14650978.511,12807992.086
2017-03-22T07:12:00+00:00,7805936.5774,5492609.8782
2017-03-22T10:00:00+00:00,3166863.9758,443751.10498
2017-03-22T12:48:00+00:00,3071982.0413,275641.37098
2017-03-22T15:36:00+00:00,4167317.9383,928270.73516
2017-03-22T18:24:00+00:00,3096765.4322,407134.40646
2017-03-22T21:12:00+00:00,18395198.703,15894662.994
2017-03-23T00:00:00+00:00,7373199.4115,5128017.9629
2017-03-23T02:48:00+00:00,9101371.7968,6956311.5334
2017-03-23T05:36:00+00:00,2217699.8764,191036.10607
2017-03-23T08:24:00+00:00,2866912.2161,694717.44456
2017-03-23T11:12:00+00:00,4722214.8621,1494858.9157
2017-03-23T14:00:00+00:00,5342852.8867,2331751.9804
2017-03-23T16:48:00+00:00,3622398.3749,1917868.0474
2017-03-23T19:36:00+00:00,3294908.9631,1581697.8839
2017-03-23T22:24:00+00:00,3420743.6565,1643702.3795
2017-03-24T01:12:00+00:00,2926504.041,961562.78592
2017-03-24T04:00:00+00:00,9161960.2772,6964744.5874
2017-03-24T06:48:00+00:00,3040442.4136,1341116.6301
2017-03-24T09:36:00+00:00,3171371.8854,1470764.6642
2017-03-24T12:24:00+00:00,3840559.5195,1103261.0748
2017-03-24T15:12:00+00:00,4789327.9753,1543614.8463
2017-03-24T18:00:00+00:00,5283280.4089,2191473.511
2017-03-24T20:48:00+00:00,4271812.5023,1655568.5604
2017-03-24T23:36:00+00:00,3108602.5467,1182074.8443
2017-03-25T02:24:00+00:00,8507261.4437,6211523.7441
2017-03-25T05:12:00+00:00,2419016.0651,465682.87642
2017-03-25T08:00:00+00:00,3045025.43,1137353.356
2017-03-25T10:48:00+00:00,3082749.8355,1127762.1587
2017-03-25T13:36:00+00:00,4428622.7895,1453650.5735
2017-03-25T16:24:00+00:00,3516887.2568,1496383.6754
2017-03-25T19:12:00+00:00,5195774.7433,1683484.1009
2017-03-25T22:00:00+00:00,4032406.2011,1525282.1627
2017-03-26T00:48:00+00:00,2806564.3593,1100804.2345
2017-03-26T03:36:00+00:00,9998966.3676,8299736.0025
2017-03-26T06:24:00+00:00,5098314.7272,3206562.3726
2017-03-26T09:12:00+00:00,5639029.248,3386149.8927
2017-03-26T12:00:00+00:00,8404228.1121,5547219.4208
2017-03-26T14:48:00+00:00,5201741.5755,3295356.3149
2017-03-26T17:36:00+00:00,3748377.6356,1928899.2626
2017-03-26T20:24:00+00:00,4320816.7273,1931814.548
2017-03-26T23:12:00+00:00,3854770.9175,1765734.1116
2017-03-27T02:00:00+00:00,6257215.7605,4127050.6642
2017-03-27T04:48:00+00:00,7992290.3144,5603635.2757
2017-03-27T07:36:00+00:00,2344747.2397,756321.05508
2017-03-27T10:24:00+00:00,4050443.4267,1575890.2501
2017-03-27T13:12:00+00:00,4924677.326,1241374.467
