Timestamp,1-min,Nodes,CPUs ,Procs
2017-03-19T06:24:00+00:00,53.826198413,8,136,59.75109127
2017-03-19T09:12:00+00:00,8.3549375,8,136,10.975992063
2017-03-19T12:00:00+00:00,2.6092450397,8,136,4.0132936508
2017-03-19T14:48:00+00:00,2.4491626984,8,136,4.5993055556
2017-03-19T17:36:00+00:00,2.6154970238,8,136,4.5931547619
2017-03-19T20:24:00+00:00,2.5050248016,8,136,4.8805555556
2017-03-19T23:12:00+00:00,2.5827361111,8,136,4.3373015873
2017-03-20T02:00:00+00:00,2.8670386905,8,136,5.0994047619
2017-03-20T04:48:00+00:00,46.015768849,8,136,50.466666667
2017-03-20T07:36:00+00:00,28.244519841,8,136,33.389186508
2017-03-20T10:24:00+00:00,2.4833343254,8,136,4.3968253968
2017-03-20T13:12:00+00:00,2.4592797619,8,136,4.0178571429
2017-03-20T16:00:00+00:00,2.4327777778,8,136,4.4686507937
2017-03-20T18:48:00+00:00,2.3953303571,8,136,4.0639880952
2017-03-20T21:36:00+00:00,2.435921627,8,136,4.5174603175
2017-03-21T00:24:00+00:00,2.4974246032,8,136,4.1941468254
2017-03-21T03:12:00+00:00,15.817909722,8,136,18.293154762
2017-03-21T06:00:00+00:00,53.567371032,8,136,58.845535714
2017-03-21T08:48:00+00:00,9.0233323413,8,136,12.196031746
2017-03-21T11:36:00+00:00,2.5584156746,8,136,4.2873015873
2017-03-21T14:24:00+00:00,2.6015446429,8,136,4.6979166667
2017-03-21T17:12:00+00:00,2.5770138889,8,136,4.4458333333
2017-03-21T20:00:00+00:00,2.5420238095,8,136,4.3094246032
2017-03-21T22:48:00+00:00,2.4548938492,8,136,5.1484126984
2017-03-22T01:36:00+00:00,2.5330982143,8,136,4.6474206349
2017-03-22T04:24:00+00:00,39.9965625,8,136,44.507142857
2017-03-22T07:12:00+00:00,48.586457341,8,136,53.767559524
2017-03-22T10:00:00+00:00,4.9662549603,8,136,6.8099206349
2017-03-22T12:48:00+00:00,2.0576795635,8,136,4.0162698413
2017-03-22T15:36:00+00:00,1.3524593254,8,136,2.8004960317
2017-03-22T18:24:00+00:00,1.6790615079,8,136,3.49375
2017-03-22T21:12:00+00:00,2.2927410714,8,136,3.3571428571
2017-03-23T00:00:00+00:00,1.7229384921,8,136,2.7683531746
2017-03-23T02:48:00+00:00,2.0743869048,8,136,2.7145833333
2017-03-23T05:36:00+00:00,1.0217390873,8,136,1.9723214286
2017-03-23T08:24:00+00:00,1.0870863095,8,136,2.228968254
2017-03-23T11:12:00+00:00,1.2129087302,8,136,2.0435515873
2017-03-23T14:00:00+00:00,1.2587093254,8,136,2.0751984127
2017-03-23T16:48:00+00:00,1.2043849206,8,136,2.4140873016
2017-03-23T19:36:00+00:00,1.2217123016,8,136,1.8318452381
2017-03-23T22:24:00+00:00,1.2180188492,8,136,2.129265873
2017-03-24T01:12:00+00:00,1.0858025794,8,136,2.0912698413
2017-03-24T04:00:00+00:00,2.0296269841,8,136,2.9847222222
2017-03-24T06:48:00+00:00,1.1481954365,8,136,2.6020833333
2017-03-24T09:36:00+00:00,1.1371378968,8,136,2.4112103175
2017-03-24T12:24:00+00:00,1.1074464286,8,136,2.7280753968
2017-03-24T15:12:00+00:00,1.1871517857,8,136,2.9782738095
2017-03-24T18:00:00+00:00,1.1522539683,8,136,2.9242063492
2017-03-24T20:48:00+00:00,1.2303333333,8,136,2.9625992063
2017-03-24T23:36:00+00:00,1.1025525794,8,136,2.3760912698
2017-03-25T02:24:00+00:00,1.9005238095,8,136,2.8799603175
2017-03-25T05:12:00+00:00,1.0530248016,8,136,2.2410714286
2017-03-25T08:00:00+00:00,1.1115347222,8,136,2.2234126984
2017-03-25T10:48:00+00:00,1.1457450397,8,136,2.3839285714
2017-03-25T13:36:00+00:00,1.2061736111,8,136,2.7683531746
2017-03-25T16:24:00+00:00,1.1235019841,8,136,2.6485119048
2017-03-25T19:12:00+00:00,1.2287291667,8,136,2.3688492063
2017-03-25T22:00:00+00:00,1.1451537698,8,136,2.9617063492
2017-03-26T00:48:00+00:00,1.108860119,8,136,2.1106150794
2017-03-26T03:36:00+00:00,2.0307162698,8,136,3.8810515873
2017-03-26T06:24:00+00:00,1.2010128968,8,136,2.7009920635
2017-03-26T09:12:00+00:00,1.3274950397,8,136,2.4058531746
2017-03-26T12:00:00+00:00,1.4395198413,8,136,2.735515873
2017-03-26T14:48:00+00:00,1.350702381,8,136,2.7751984127
2017-03-26T17:36:00+00:00,1.2418660714,8,136,2.6306547619
2017-03-26T20:24:00+00:00,1.1861994048,8,136,2.4600198413
2017-03-26T23:12:00+00:00,1.0916121032,8,136,2.5518849206
2017-03-27T02:00:00+00:00,1.3664751984,8,136,3.0508928571
2017-03-27T04:48:00+00:00,1.7250674603,8,136,2.7926587302
2017-03-27T07:36:00+00:00,0.99976884921,8,136,2.1032738095
2017-03-27T10:24:00+00:00,1.0855198413,8,136,2.2353174603
2017-03-27T13:12:00+00:00,1.0447490079,8,136,1.7108134921
2017-03-27T16:00:00+00:00,1.1330863095,8,136,1.7874007937
2017-03-27T18:48:00+00:00,1.1550992063,8,136,1.9949404762
2017-03-27T21:36:00+00:00,1.1640069444,8,136,1.7624007937
2017-03-28T00:24:00+00:00,1.0457113095,8,136,1.9973214286
2017-03-28T03:12:00+00:00,1.9218373016,8,136,2.4948412698
2017-03-28T06:00:00+00:00,0.96545138889,8,136,2.0632936508
2017-03-28T08:48:00+00:00,1.0231388889,8,136,2.6322420635
2017-03-28T11:36:00+00:00,1.050985119,8,136,1.8973214286
2017-03-28T14:24:00+00:00,1.0066021825,8,136,2.0998015873
2017-03-28T17:12:00+00:00,1.0257430556,8,136,2.1134920635
2017-03-28T20:00:00+00:00,1.0954275794,8,136,2.3738095238
2017-03-28T22:48:00+00:00,1.0543581349,8,136,2.3293650794
2017-03-29T01:36:00+00:00,1.0070515873,8,136,2.6572420635
2017-03-29T04:24:00+00:00,1.742905754,8,136,3.0527777778
2017-03-29T07:12:00+00:00,0.96012896825,8,136,2.1566468254
2017-03-29T10:00:00+00:00,1.0712152778,8,136,2.8285714286
2017-03-29T12:48:00+00:00,1.0896855159,8,136,3.0107142857
2017-03-29T15:36:00+00:00,1.0773263889,8,136,2.7026785714
2017-03-29T18:24:00+00:00,1.1505724206,8,136,2.8541666667
2017-03-29T21:12:00+00:00,1.0506577381,8,136,2.0575396825
2017-03-30T00:00:00+00:00,0.97613095238,8,136,2.1143849206
2017-03-30T02:48:00+00:00,1.9130634921,8,136,2.7898809524
2017-03-30T05:36:00+00:00,0.97861805556,8,136,1.8913690476
2017-03-30T08:24:00+00:00,1.0446706349,8,136,1.8134920635
2017-03-30T11:12:00+00:00,0.95730456349,8,136,1.9261904762
2017-03-30T14:00:00+00:00,1.0612371032,8,136,1.8631944444
2017-03-30T16:48:00+00:00,1.0891587302,8,136,2.1305555556
2017-03-30T19:36:00+00:00,1.1649702381,8,136,1.7351190476
2017-03-30T22:24:00+00:00,1.0911488095,8,136,2.3052579365
2017-03-31T01:12:00+00:00,0.96146031746,8,136,2.3833333333
2017-03-31T04:00:00+00:00,1.7962708333,8,136,3.3214285714
2017-03-31T06:48:00+00:00,0.9765218254,8,136,2.6194444444
2017-03-31T09:36:00+00:00,1.0084166667,8,136,2.4331349206
2017-03-31T12:24:00+00:00,1.1240922619,8,136,2.1579365079
