Timestamp,Use\g,Share\g,Cache\g,Buffer\g,Swap\g,Total\g
2017-03-19T06:24:00+00:00,137868762740,0,717375485220,1271899731.7,0,878150148100
2017-03-19T09:12:00+00:00,136068059770,0,674885443240,1406552181.8,0,878150148100
2017-03-19T12:00:00+00:00,135324890930,0,653900781840,1501152165,0,878150148100
2017-03-19T14:48:00+00:00,135530132230,0,654047336560,1574936304.6,0,878150148100
2017-03-19T17:36:00+00:00,135214425110,0,654080182020,1641358179.1,0,878150148100
2017-03-19T20:24:00+00:00,135703956660,0,654414358810,1702564660.8,0,878150148100
2017-03-19T23:12:00+00:00,136488466570,0,654779213850,1758700212.8,0,878150148100
2017-03-20T02:00:00+00:00,136676728620,0,658295239370,1811655971.4,0,878150148100
2017-03-20T04:48:00+00:00,139677719460,0,716487040310,1529810887.5,0,878150148100
2017-03-20T07:36:00+00:00,138186925260,0,709888421400,1356740536.9,0,878150148100
2017-03-20T10:24:00+00:00,138103430110,0,687784883700,1452507029.1,0,878150148100
2017-03-20T13:12:00+00:00,138220624230,0,687549925890,1534473521.2,0,878150148100
2017-03-20T16:00:00+00:00,138131656520,0,687449332690,1602763153.1,0,878150148100
2017-03-20T18:48:00+00:00,137564896440,0,687376648510,1666149069.6,0,878150148100
2017-03-20T21:36:00+00:00,137088162850,0,687798847210,1724772695.4,0,878150148100
2017-03-21T00:24:00+00:00,137226244780,0,687840568930,1776057160.3,0,878150148100
2017-03-21T03:12:00+00:00,138958389960,0,698953366190,1803417787.7,0,878150148100
2017-03-21T06:00:00+00:00,138911665050,0,717356729510,1324531494.2,0,878150148100
2017-03-21T08:48:00+00:00,138193725600,0,667276541220,1433299957,0,878150148100
2017-03-21T11:36:00+00:00,138165232580,0,609700520000,1533376874.9,0,878150148100
2017-03-21T14:24:00+00:00,138182063340,0,610020423570,1607944755.2,0,878150148100
2017-03-21T17:12:00+00:00,138813723990,0,610031885030,1669233381.2,0,878150148100
2017-03-21T20:00:00+00:00,145051540380,0,610005243220,1728780414.4,0,878150148100
2017-03-21T22:48:00+00:00,144986059010,0,610534733760,1781757523.3,0,878150148100
2017-03-22T01:36:00+00:00,145321933350,0,610844631770,1827582867.9,0,878150148100
2017-03-22T04:24:00+00:00,143955657020,0,703470074370,1598796988.1,0,878150148100
2017-03-22T07:12:00+00:00,139328198610,0,717264739320,1379691241.7,0,878150148100
2017-03-22T10:00:00+00:00,138475762000,0,668254242970,1478800916.3,0,878150148100
2017-03-22T12:48:00+00:00,135542671260,0,660731833260,1644715761.4,0,878150148100
2017-03-22T15:36:00+00:00,132904463470,0,664541014140,1826023871.8,0,878150148100
2017-03-22T18:24:00+00:00,133327840670,0,667312316750,1867084188,0,878150148100
2017-03-22T21:12:00+00:00,134608450720,0,671738761380,1666065082.9,0,878150148100
2017-03-23T00:00:00+00:00,136240032760,0,668408568250,1582438035.1,0,878150148100
2017-03-23T02:48:00+00:00,137299148580,0,680419075980,1682649270.9,0,878150148100
2017-03-23T05:36:00+00:00,137891878280,0,698510933700,1788293612.9,0,878150148100
2017-03-23T08:24:00+00:00,136388318510,0,700818331940,1857704715,0,878150148100
2017-03-23T11:12:00+00:00,135309504990,0,707541340650,1923189917.3,0,878150148100
2017-03-23T14:00:00+00:00,135608989350,0,706438279670,1923117411.6,0,878150148100
2017-03-23T16:48:00+00:00,136995135130,0,706840573800,1955844135,0,878150148100
2017-03-23T19:36:00+00:00,138002156340,0,706607291880,1979959296.8,0,878150148100
2017-03-23T22:24:00+00:00,137898379180,0,706376916890,2009087059.3,0,878150148100
2017-03-24T01:12:00+00:00,137938287260,0,706119847190,2043434086.8,0,878150148100
2017-03-24T04:00:00+00:00,138491094220,0,707851317810,2008434764,0,878150148100
2017-03-24T06:48:00+00:00,137714044260,0,702104677560,2026051925.7,0,878150148100
2017-03-24T09:36:00+00:00,137261121210,0,701288864220,2056577455.1,0,878150148100
2017-03-24T12:24:00+00:00,137220876840,0,703450932530,2067647528.6,0,878150148100
2017-03-24T15:12:00+00:00,137316080960,0,703590205820,2079573646.2,0,878150148100
2017-03-24T18:00:00+00:00,137319296960,0,703278083770,2073704967.7,0,878150148100
2017-03-24T20:48:00+00:00,137383282220,0,702833484490,2069518636.7,0,878150148100
2017-03-24T23:36:00+00:00,137465922660,0,703330634140,2074006609.3,0,878150148100
2017-03-25T02:24:00+00:00,137849734320,0,708367217340,2100205425,0,878150148100
2017-03-25T05:12:00+00:00,137854143970,0,703621760500,2085154653.5,0,878150148100
2017-03-25T08:00:00+00:00,137952670190,0,703493557580,2120542594.8,0,878150148100
2017-03-25T10:48:00+00:00,138365379640,0,702862398090,2134341967.6,0,878150148100
2017-03-25T13:36:00+00:00,138732776920,0,702509746910,2119179253.4,0,878150148100
2017-03-25T16:24:00+00:00,137952744830,0,703110567820,2131589854.7,0,878150148100
2017-03-25T19:12:00+00:00,138028747000,0,703190175100,2135123498.3,0,878150148100
2017-03-25T22:00:00+00:00,138037417420,0,703282407590,2133809537.6,0,878150148100
2017-03-26T00:48:00+00:00,138018425220,0,703498898220,2135450923.1,0,878150148100
2017-03-26T03:36:00+00:00,138617450090,0,713545968780,2124084776.2,0,878150148100
2017-03-26T06:24:00+00:00,139124525150,0,729825755530,2031087505.1,0,878150148100
2017-03-26T09:12:00+00:00,139984633350,0,731523435590,2073515131.1,0,878150148100
2017-03-26T12:00:00+00:00,140315008340,0,731422753470,2010476016.6,0,878150148100
2017-03-26T14:48:00+00:00,140662119240,0,730873980710,1929010658.7,0,878150148100
2017-03-26T17:36:00+00:00,140609431960,0,730117485850,1909350836.4,0,878150148100
2017-03-26T20:24:00+00:00,140485918350,0,729818776730,1910957798,0,878150148100
2017-03-26T23:12:00+00:00,140583811750,0,728860357360,1922607196.6,0,878150148100
2017-03-27T02:00:00+00:00,141229082010,0,729641990680,1956728023.4,0,878150148100
2017-03-27T04:48:00+00:00,140617537550,0,721863998120,1902664430.1,0,878150148100
2017-03-27T07:36:00+00:00,141255090240,0,722037632210,1938840430.9,0,878150148100
2017-03-27T10:24:00+00:00,141144040950,0,721003485450,1960971093.7,0,878150148100
2017-03-27T13:12:00+00:00,140073615930,0,722975133820,1953121813.5,0,878150148100
2017-03-27T16:00:00+00:00,140254325710,0,722882225100,1956268217.7,0,878150148100
2017-03-27T18:48:00+00:00,140066877170,0,722814949410,1955883620.4,0,878150148100
2017-03-27T21:36:00+00:00,136607076700,0,721729316960,1976142009.3,0,878150148100
2017-03-28T00:24:00+00:00,135800884310,0,723117427820,2004441923,0,878150148100
2017-03-28T03:12:00+00:00,136004282350,0,722462487980,2005395533.2,0,878150148100
2017-03-28T06:00:00+00:00,135565205150,0,712498918520,2006725722.6,0,878150148100
2017-03-28T08:48:00+00:00,135685547180,0,712397844780,2033745249.1,0,878150148100
2017-03-28T11:36:00+00:00,137105411980,0,710911049070,2046230606,0,878150148100
2017-03-28T14:24:00+00:00,136281341400,0,711206507530,2049640624.4,0,878150148100
2017-03-28T17:12:00+00:00,135590640260,0,711921548280,2054568119.3,0,878150148100
2017-03-28T20:00:00+00:00,135911014690,0,711615217870,2031125833.5,0,878150148100
2017-03-28T22:48:00+00:00,135949395560,0,710948037840,2036007145.2,0,878150148100
2017-03-29T01:36:00+00:00,135943948460,0,711275417360,2062653927.2,0,878150148100
2017-03-29T04:24:00+00:00,136395528520,0,711819549320,2000893196.2,0,878150148100
2017-03-29T07:12:00+00:00,136216706070,0,706479943500,2016018086.6,0,878150148100
2017-03-29T10:00:00+00:00,136043570940,0,706850087320,2025017758.5,0,878150148100
2017-03-29T12:48:00+00:00,136186163870,0,706367226880,2014147792.1,0,878150148100
2017-03-29T15:36:00+00:00,135885254460,0,707040724160,2029036197.8,0,878150148100
2017-03-29T18:24:00+00:00,135609125420,0,707208423120,2028003701,0,878150148100
2017-03-29T21:12:00+00:00,135635289260,0,707066007460,2028580522.3,0,878150148100
2017-03-30T00:00:00+00:00,135578671330,0,707373481100,2031838010.9,0,878150148100
2017-03-30T02:48:00+00:00,135948055810,0,713893714370,2044189989,0,878150148100
2017-03-30T05:36:00+00:00,135861344230,0,710610148700,2024687052.8,0,878150148100
2017-03-30T08:24:00+00:00,136419513680,0,709818820080,2048643680.3,0,878150148100
